UACE Code,UZA Name,State,Primary UZA, Population ,Density, Square Miles ,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled, Total Operating Expenses ,Non0Fixed Guideway Vehicle Revenue Miles,Non0Fixed Guideway Passenger Miles, Non0Fixed Guideway Operating Expenses , Directional Route Miles ,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles, Fixed Guideway Operating Expenses , SGR FG Directional Route Miles ,SGR FG Vehicle Revenue Miles, SGR HIB Directional Route Miles ,SGR HIB Vehicle Revenue Miles
56,Wyoming Non0UZA,,N,429850,0,0,0R01,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,DR,DO,,,,0,0,0,,0,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,0R01,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,DR,PT,,,,0,0,0,,0,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,DR,PT,,,,19288,125687,172790,,1384963,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,DO,,,,39295,581745,639712,,4645206,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,0R01,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,DO,,,,2055,27430,66222,,418403,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,PT,,,,6480,128490,151632,,694865,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,0R01,80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,PT,,,,0,0,0,,0,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,CB,DO,,,,4753,4568,186128,,888755,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,DR,DO,,,,4048,9246,65204,,379313,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,MB,DO,,,,2307,3033,66731,,276131,,,,,,,,,,,
46,South Dakota Non0UZA,,N,599629,0,0,8R04,80190,"East Dakota Transit, Inc.",Rural Reporter,Rural,DR,DO,,,,3427,18484,33383,,220944,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80193,Senior Citizens Council,Rural Reporter,Rural,DR,DO,,,,13425,26280,142913,,534619,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80193,Senior Citizens Council,Rural Reporter,Rural,MB,DO,,,,7577,29628,91982,,377230,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80196,Kenmare Wheels & Meals,Rural Reporter,Rural,DR,DO,,,,1479,5067,11723,,99513,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80200,Missoula Ravalli Transportation Management Association,Rural Reporter,Rural,VP,DO,,,,5438,15797,220576,,230258,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80201,Montezuma County,Rural Reporter,Rural,DR,DO,,,,6423,8619,96907,,472218,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80204,Opportunity Link,Rural Reporter,Rural,MB,DO,,,,6505,28996,189200,,416189,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80205,Daniels Memorial Healthcare Foundation,Rural Reporter,Rural,DR,DO,,,,1237,2469,18053,,60593,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80206,City of Durango,Rural Reporter,Rural,DR,DO,,,,2160,2479,22157,,207864,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80206,City of Durango,Rural Reporter,Rural,MB,DO,,,,27170,422765,477921,,2880515,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80211,Town of Limon,Rural Reporter,Rural,DR,DO,,,,1122,4544,7439,,30666,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80216,Converse County Aging Services,Rural Reporter,Rural,DR,DO,,,,4374,18540,47077,,150441,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80218,Sweetwater County Transit Authority,Rural Reporter,Rural,DR,DO,,,,6189,17754,99577,,545654,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80220,Flathead County ,Rural Reporter,Rural,DR,DO,,,,19421,61001,237562,,1349298,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80220,Flathead County ,Rural Reporter,Rural,MB,DO,,,,909,16320,21361,,48687,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80221,Northeastern Colorado Association of Local Governments,Rural Reporter,Rural,DR,DO,,,,25814,61023,460207,,1401546,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80221,Northeastern Colorado Association of Local Governments,Rural Reporter,Rural,MB,DO,,,,6481,30014,94048,,302082,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80223,"Lander Senior Citizens Center, Inc.",Rural Reporter,Rural,DR,DO,,,,6769,13324,46871,,230533,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80224,Phillips Transit Authority,Rural Reporter,Rural,DR,DO,,,,3430,23123,38064,,259198,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80225,City of La Junta,Rural Reporter,Rural,DR,DO,,,,3012,18628,22087,,298612,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80227,Huerfano/Las Animas Area Council of Governments,Rural Reporter,Rural,DR,DO,,,,6304,15017,105535,,522296,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80228,Kidder0Emmons County Senior Services ,Rural Reporter,Rural,DR,DO,,,,1717,4117,47065,,117962,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80233,Cavalier County Senior Meals & Services,Rural Reporter,Rural,DR,DO,,,,2147,7837,17039,,162301,,,,,,,,,,,
38161,"Helena, MT",Montana,Y,52380,1653.39,31.68,,80137,"Helena, City of",Reduced Reporter,Urban,DR,DO, Actual Data,,,15575,54571,172453,0,1739452,172453,0,1739452,0,0,0,0,0,0,0,0
57736,"Missoula, MT",Montana,Y,88109,1989.28,44.29,,80009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,24785,61872,283758,244609,2400395,283758,244609,2400395,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,N,688772,0,0,8R02,80236,Fergus County Council on Aging,Rural Reporter,Rural,DR,DO,,,,6584,21691,81138,,344609,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80237,Neighbor to Neighbor Volunteers,Rural Reporter,Rural,DR,DO,,,,8205,16314,197943,,747170,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80238,West River Transit,Rural Reporter,Rural,DR,DO,,,,9744,27594,195580,,1017033,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80248,Cedar City ,Rural Reporter,Rural,DR,DO,,,,2635,6061,40363,,124177,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80248,Cedar City ,Rural Reporter,Rural,MB,DO,,,,3081,8807,49660,,128044,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80249,Benson County Transportation,Rural Reporter,Rural,DR,DO,,,,1344,691,38506,,102558,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80252,Eppson Center for Seniors,Rural Reporter,Rural,DR,DO,,,,3369,8329,41332,,169139,,,,,,,,,,,
46,South Dakota Non0UZA,,N,599629,0,0,8R04,80253,"West River Transit Authority, Inc.",Rural Reporter,Rural,DR,DO,,,,38603,106091,640706,,2183358,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80254,"Glen0wood, Inc. ",Rural Reporter,Rural,DR,DO,,,,7169,28803,93254,,505058,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80255,Big Sky Transportation District,Rural Reporter,Rural,DR,PT,,,,4914,24393,49463,,340886,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80255,Big Sky Transportation District,Rural Reporter,Rural,MB,PT,,,,21440,205311,454263,,2434206,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80256,Town of Mountain Village,Rural Reporter,Rural,MB,DO,,,,3237,58211,46531,,359851,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80256,Town of Mountain Village,Rural Reporter,Rural,TR,DO,,,,352728,3114789,3943499,,4738950,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80258,City of Glenwood Springs,Rural Reporter,Rural,MB,PT,,,,9118,250279,112866,,1489452,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80259,Richland County ,Rural Reporter,Rural,DR,DO,,,,5263,22930,55573,,396347,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80260,Uintah Basin Association of Governments ,Rural Reporter,Rural,DR,DO,,,,361,1254,6472,,43758,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80260,Uintah Basin Association of Governments ,Rural Reporter,Rural,MB,DO,,,,9765,24920,261765,,1036122,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80261,Can0Do Transportation,Rural Reporter,Rural,DR,DO,,,,3275,5519,47598,,94784,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80262,City of Laurel,Rural Reporter,Rural,DR,DO,,,,1695,2264,11384,,37723,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80263,Town of Snowmass Village,Rural Reporter,Rural,MB,DO,,,,36152,479263,385895,,4352474,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80264,"Cody Council on Aging, Inc.",Rural Reporter,Rural,DR,DO,,,,3835,7087,32633,,144124,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,,80267,"Senior Resource Development Agency, Pueblo, Inc.",Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51175,"Longmont, CO",Colorado,N,100776,4169.59,24.17,,80285,Via Mobility Services,Full Reporter,Urban,DR,DO, Actual Data,,,9453,17452,118476,139596,1318047,118476,139596,1318047,0,0,0,0,0,0,0,0
8,Colorado Non0UZA,,N,1331465,0,0,,80267,"Senior Resource Development Agency, Pueblo, Inc.",Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,5298,5526,200246,0,372282,200246,0,372282,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,N,120642,2205.4,54.7,,80005,City of Colorado Springs,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80268,Southwest Transportation Services,Rural Reporter,Rural,DR,DO,,,,6116,9444,92121,,441130,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,80269,"West Yellowstone Foundation, Inc.",Rural Reporter,Rural,DR,DO,,,,1160,1755,29178,,178779,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80270,Golden Valley/Billings County Council On Aging,Rural Reporter,Rural,DR,DO,,,,3231,2464,97501,,191078,,,,,,,,,,,
46,South Dakota Non0UZA,,N,599629,0,0,8R04,80271,"Yankton Transit, Inc.",Rural Reporter,Rural,DR,DO,,,,15738,72837,177434,,943724,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80274,"Canon City Golden Age Council, Inc",Rural Reporter,Rural,DR,DO,,,,6691,6785,77631,,280697,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80275,City of Cripple Creek,Rural Reporter,Rural,DR,DO,,,,2042,16537,27294,,326626,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80275,City of Cripple Creek,Rural Reporter,Rural,MB,DO,,,,378,4456,5816,,66899,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80280,Archuleta County,Rural Reporter,Rural,DR,DO,,,,1215,1630,13778,,73644,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80280,Archuleta County,Rural Reporter,Rural,MB,DO,,,,3460,8663,58027,,264785,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80284,Park City Municipal Corporation,Rural Reporter,Rural,DR,DO,,,,4610,7530,49359,,713930,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,80284,Park City Municipal Corporation,Rural Reporter,Rural,MB,DO,,,,78756,1906237,1003325,,14512121,,,,,,,,,,,
72613,"Pueblo, CO",Colorado,N,120642,2205.4,54.7,,80005,City of Colorado Springs,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Colorado Non0UZA,,N,1331465,0,0,,80285,Via Mobility Services,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,6307,16329,112309,163193,879396,112309,163193,879396,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,N,120642,2205.4,54.7,,80005,City of Colorado Springs,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,N,120642,2205.4,54.7,,80005,City of Colorado Springs,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,Y,120642,2205.4,54.7,,80007,City of Pueblo,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,17744,51079,247209,210544,1122894,247209,210544,1122894,0,0,0,0,0,0,0,0
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80287,Goshen County Senior Friendship Center,Rural Reporter,Rural,DR,DO,,,,4084,17034,52593,,259535,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,CB,DO,,,,95841,1567181,2056065,,20855250,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,DR,DO,,,,8573,14430,80487,,1232641,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,MB,DO,,,,85756,1950297,900306,,16438559,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,RB,DO,,,,60682,1035247,1684868,,13908799,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80290,Hazen Busing Project,Rural Reporter,Rural,DR,DO,,,,5719,17855,30567,,185416,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,80296,Walsh County Transportation Program ,Rural Reporter,Rural,DR,DO,,,,2383,5449,42201,,234012,,,,,,,,,,,
82252,"Sioux Falls, SD",,Y,194283,2861.33,67.9,,80298,Community Coordinated Transportation System,Reduced Reporter,Urban,DR,DO, Actual Data,,,12348,58025,117163,0,781839,117163,0,781839,0,0,0,0,0,0,0,0
8,Colorado Non0UZA,,N,1331465,0,0,,80299,"Silver Key Senior Services, Inc",Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,Y,120642,2205.4,54.7,,80007,City of Pueblo,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,35435,570690,493818,1968317,4373520,493818,1968317,4373520,0,0,0,0,0,0,0,0
38,North Dakota Non0UZA,,N,403127,0,0,,80302,Souris Basin Transit,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,7922,20131,100982,0,633077,100982,0,633077,0,0,0,0,0,0,0,0
57655,"Minot, ND",North Dakota,Y,50925,1909.44,26.67,,80302,Souris Basin Transit,Reduced Reporter,Urban,DR,DO, Actual Data,,,24926,63337,317724,0,1707656,317724,0,1707656,0,0,0,0,0,0,0,0
57655,"Minot, ND",North Dakota,Y,50925,1909.44,26.67,,80303,City of Minot ,Reduced Reporter,Urban,MB,DO, Actual Data,,,10989,80063,148277,0,1428713,148277,0,1428713,0,0,0,0,0,0,0,0
56,Wyoming Non0UZA,,N,429850,0,0,8R05,80304,"Services for Seniors, Inc.",Rural Reporter,Rural,DR,DO,,,,4017,7469,18034,,103207,,,,,,,,,,,
30,Montana Non0UZA,,Y,688772,0,0,,88116,Northern Cheyenne Tribe,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,1214,4257,53414,0,116752,53414,0,116752,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88122,Oglala Sioux Tribe,Reduced Reporter,Tribe,MB,DO, Actual Data,,,9106,11512,311004,0,918306,311004,0,918306,0,0,0,0,0,0,0,0
38,North Dakota Non0UZA,,Y,403127,0,0,,88128,Spirit Lake Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,7984,9804,170723,0,367093,170723,0,367093,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88134,Confederated Salish and Kootenai Tribes,Reduced Reporter,Tribe,CB,DO, Actual Vehicle Revenue Miles,,,3118,2223,130346,0,176650,130346,0,176650,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88134,Confederated Salish and Kootenai Tribes,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,17452,23013,357890,0,1640451,357890,0,1640451,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,N,599629,0,0,,88140,Sitting Bull College,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,3285,7468,78047,0,473783,78047,0,473783,0,0,0,0,0,0,0,0
38,North Dakota Non0UZA,,Y,403127,0,0,,88140,Sitting Bull College,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,4988,8422,119471,0,768977,119471,0,768977,0,0,0,0,0,0,0,0
38,North Dakota Non0UZA,,Y,403127,0,0,,88146,Turtle Mountain Band of Chippewa Indian,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,4500,2181,59674,0,272518,59674,0,272518,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88152,Blackfeet Nation ,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,11993,20807,156304,0,952415,156304,0,952415,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88158,Cheyenne River Sioux Tribe,Reduced Reporter,Tribe,DR,PT, Actual Data,,,13514,21575,272010,0,1066445,272010,0,1066445,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,10200,7034,103641,0,390347,103641,0,390347,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,955,6562,61915,0,94932,61915,0,94932,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88170,Fort Belknap Indian Community,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,1250,3414,55033,0,217807,55033,0,217807,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88176,Lower Brule Sioux Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,7664,11070,252669,0,434691,252669,0,434691,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88182,Rosebud Sioux Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,21647,52201,275285,0,1012985,275285,0,1012985,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88188,Crow Tribe of Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57736,"Missoula, MT",Montana,Y,88109,1989.28,44.29,,80009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,73231,1093160,916715,5233494,9638762,916715,5233494,9638762,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,Y,688772,0,0,,88188,Crow Tribe of Indians,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,6709,13802,257265,0,759752,257265,0,759752,0,0,0,0,0,0,0,0
57736,"Missoula, MT",Montana,Y,88109,1989.28,44.29,,80107,University of Montana,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,5522,119957,59648,227848,693917,59648,227848,693917,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88194,Yankton Sioux Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,929,579,19947,0,222979,19947,0,222979,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88194,Yankton Sioux Tribe,Reduced Reporter,Tribe,MB,DO, Actual Data,,,4152,4891,113600,0,148652,113600,0,148652,0,0,0,0,0,0,0,0
49,Utah Non0UZA,,Y,647581,0,0,,88200,Ute Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,813,809,25736,0,131175,25736,0,131175,0,0,0,0,0,0,0,0
49,Utah Non0UZA,,Y,647581,0,0,,88200,Ute Tribe,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,490,561,10459,0,140806,10459,0,140806,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,N,2336986,0,0,,88201,Sisseton0Wahpeton Oyate,Reduced Reporter,Tribe,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,South Dakota Non0UZA,,Y,599629,0,0,,88201,Sisseton0Wahpeton Oyate,Reduced Reporter,Tribe,DR,PT, Actual Data,,,2842,10500,88917,0,377659,88917,0,377659,0,0,0,0,0,0,0,0
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88215,"Montrose County Senior Citizens Transportation, Inc.",Rural Reporter,Rural,DR,DO,,,,18505,26294,251780,,1424553,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88215,"Montrose County Senior Citizens Transportation, Inc.",Rural Reporter,Rural,MB,DO,,,,12841,26545,162674,,531095,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,88216,City of Dillon,Rural Reporter,Rural,DR,DO,,,,2794,8948,18747,,73268,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,88217,Fallon County ,Rural Reporter,Rural,DR,DO,,,,2959,4856,38679,,141857,,,,,,,,,,,
30,Montana Non0UZA,,N,688772,0,0,8R02,88218,Powell County ,Rural Reporter,Rural,DR,DO,,,,2588,7400,40241,,63364,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,88219,"Powell Senior Citizens A0Go Go, Inc.",Rural Reporter,Rural,DR,DO,,,,1707,5550,16220,,131635,,,,,,,,,,,
38,North Dakota Non0UZA,,N,403127,0,0,8R03,88222,Wildrose Public Transportation,Rural Reporter,Rural,DR,DO,,,,2408,4762,52979,,178299,,,,,,,,,,,
56,Wyoming Non0UZA,,N,429850,0,0,8R05,88224,Washakie County Senior Citizens Center,Rural Reporter,Rural,DR,DO,,,,3724,8173,37309,,132597,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88225,Town of Winter Park,Rural Reporter,Rural,CB,PT,,,,4031,31543,89935,,355300,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88225,Town of Winter Park,Rural Reporter,Rural,DR,PT,,,,3419,18131,20510,,301351,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88225,Town of Winter Park,Rural Reporter,Rural,MB,PT,,,,24649,385914,343860,,2172881,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88226,Town of Telluride,Rural Reporter,Rural,MB,DO,,,,9332,233121,71347,,986276,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88228,Town of Avon,Rural Reporter,Rural,MB,DO,,,,12663,492736,175942,,1602448,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88230,Teller Senior Coalition,Rural Reporter,Rural,DR,DO,,,,10794,9315,204603,,588556,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88230,Teller Senior Coalition,Rural Reporter,Rural,MB,DO,,,,185,527,1710,,18329,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,88239,High Valley Transit District,Rural Reporter,Rural,DR,PT,,,,69752,286887,1140533,,5599855,,,,,,,,,,,
49,Utah Non0UZA,,N,647581,0,0,8R06,88239,High Valley Transit District,Rural Reporter,Rural,MB,PT,,,,72816,894598,1130167,,16276617,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88281,Town of Estes Park,Rural Reporter,Rural,MB,PT,,,,5652,99472,70992,,548532,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,,88288,"Disability Services, Inc.",Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,3645,12095,72573,0,280144,72573,0,280144,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,Y,120642,2205.4,54.7,,80267,"Senior Resource Development Agency, Pueblo, Inc.",Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,16161,30134,257335,0,691802,257335,0,691802,0,0,0,0,0,0,0,0
8,Colorado Non0UZA,,N,1331465,0,0,,88288,"Disability Services, Inc.",Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,1845,1333,52310,0,192465,52310,0,192465,0,0,0,0,0,0,0,0
72613,"Pueblo, CO",Colorado,Y,120642,2205.4,54.7,,80267,"Senior Resource Development Agency, Pueblo, Inc.",Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,1325,1382,50061,0,93069,50061,0,93069,0,0,0,0,0,0,0,0
30,Montana Non0UZA,,N,688772,0,0,8R02,88293,Park County,Rural Reporter,Rural,MB,DO,,,,3623,4473,38473,,170190,,,,,,,,,,,
8,Colorado Non0UZA,,N,1331465,0,0,8R01,88294,San Miguel Authority for Regional Transportation,Rural Reporter,Rural,CB,PT,,,,5299,36993,150381,,683009,,,,,,,,,,,
