Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
HR,79093,"San Juan, PR",Puerto Rico,1844410,2415.4,763.6,,Municipality of Ciales,Urban
LR,79093,"San Juan, PR",Puerto Rico,1844410,2415.4,763.6,,Municipality of Orocovis,Urban
MB,79093,"San Juan, PR",Puerto Rico,1844410,2415.4,763.6,,Municipality of Comerio,Urban
MB,79093,"San Juan, PR",Puerto Rico,1844410,2415.4,763.6,,Municipality of Comerio,Urban
RB,79147,"San Luis Obispo, CA",California,56904,4033.7,14.11,,City of San Luis Obispo,Urban
VP,79147,"San Luis Obispo, CA",California,56904,4033.7,14.11,,San Luis Obispo Regional Transit Authority,Urban
DR,79147,"San Luis Obispo, CA",California,56904,4033.7,14.11,,San Luis Obispo Regional Transit Authority,Urban
HR,79147,"San Luis Obispo, CA",California,56904,4033.7,14.11,,California Vanpool Authority,Urban
LR,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Capital Metropolitan Transportation Authority,Urban
MB,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Capital Metropolitan Transportation Authority,Urban
MB,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Capital Metropolitan Transportation Authority,Urban
RB,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Capital Metropolitan Transportation Authority,Urban
VP,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Capital Metropolitan Transportation Authority,Urban
DR,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,Texas State University,Urban
HR,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,City of San Marcos,Urban
LR,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,City of San Marcos,Urban
MB,79201,"San Marcos, TX",Texas,70801,2897.07,24.44,,City of San Marcos,Urban
MB,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Santa Barbara Metropolitan Transit District,Urban
RB,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,City of Lompoc,Urban
VP,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,City of Lompoc,Urban
DR,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Ventura County Transportation Commission,Urban
HR,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Ventura County Transportation Commission,Urban
LR,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Ventura County Transportation Commission,Urban
MB,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,California Vanpool Authority,Urban
MB,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Easy Lift Transportation,Urban
RB,79282,"Santa Barbara, CA",California,202197,3688.93,54.81,,Santa Barbara County Association of Governments,Urban
VP,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Antelope Valley Transit Authority,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Antelope Valley Transit Authority,Urban
HR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Antelope Valley Transit Authority,Urban
LR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Southern California Regional Rail Authority,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
RB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
VP,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Access Services ,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Access Services ,Urban
MB,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,City of Santa Clarita,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,City of Santa Clarita,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,City of Santa Clarita,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Kern Regional Transit,Urban
DR,79309,"Santa Clarita, CA",California,278031,3571.56,77.85,,Kern Regional Transit,Urban
DR,79336,"Santa Cruz, CA",California,169038,2796.32,60.45,,Santa Cruz Metropolitan Transit District,Urban
DR,79336,"Santa Cruz, CA",California,169038,2796.32,60.45,,Santa Cruz Metropolitan Transit District,Urban
MB,79336,"Santa Cruz, CA",California,169038,2796.32,60.45,,Santa Cruz Metropolitan Transit District,Urban
CB,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,City of Santa Fe,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,City of Santa Fe,Urban
MB,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,Rio Metro Regional Transit District,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,Rio Metro Regional Transit District,Urban
MB,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,Rio Metro Regional Transit District,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,Rio Metro Regional Transit District,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,North Central Regional Transit District,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,North Central Regional Transit District,Urban
DR,79363,"Santa Fe, NM",New Mexico,94241,2013.65,46.8,,New Mexico Department of Transportation,Urban
MB,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,City of Santa Maria,Urban
DR,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,City of Santa Maria,Urban
DR,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,San Luis Obispo Regional Transit Authority,Urban
MB,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,San Luis Obispo Regional Transit Authority,Urban
DR,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,California Vanpool Authority,Urban
MB,79417,"Santa Maria, CA",California,143609,5306.84,27.06,,Santa Barbara County Association of Governments,Urban
CB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,"Golden Gate Bridge, Highway and Transportation District",Urban
DR,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,"Golden Gate Bridge, Highway and Transportation District",Urban
MB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,"Golden Gate Bridge, Highway and Transportation District",Urban
CB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,City of Santa Rosa,Urban
DR,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,City of Santa Rosa,Urban
MB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,City of Santa Rosa,Urban
CB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,County of Sonoma ,Urban
DR,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,County of Sonoma ,Urban
MB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,Metropolitan Transportation Commission,Urban
CB,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,California Vanpool Authority,Urban
DR,79498,"Santa Rosa, CA",California,297329,3745.06,79.39,,Sonoma0Marin Area Rail Transit District,Urban
MB,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,Capital District Transportation Authority,Urban
CB,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,Capital District Transportation Authority,Urban
DR,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,Capital District Transportation Authority,Urban
MB,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,Capital District Transportation Authority,Urban
CB,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,Capital District Transportation Authority,Urban
DR,79633,"Saratoga Springs, NY",New York,75684,1361.72,55.58,,"Adirondack Transit Lines, Inc.",Urban
MB,79768,"Savannah, GA",Georgia,309466,1503.38,205.85,,Chatham Area Transit Authority,Urban
CB,79768,"Savannah, GA",Georgia,309466,1503.38,205.85,,Chatham Area Transit Authority,Urban
DR,79768,"Savannah, GA",Georgia,309466,1503.38,205.85,,Chatham Area Transit Authority,Urban
MB,79768,"Savannah, GA",Georgia,309466,1503.38,205.85,,Chatham Area Transit Authority,Urban
DR,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,Luzerne County Transportation Authority,Urban
MB,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,Luzerne County Transportation Authority,Urban
DR,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,County of Lackawanna Transit System,Urban
MB,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,County of Lackawanna Transit System,Urban
DR,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,County of Lackawanna Transit System,Urban
MB,80227,"Scranton, PA",Pennsylvania,366713,2261.41,162.16,,County of Lackawanna Transit System,Urban
DR,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,Monterey0Salinas Transit,Urban
MB,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,Monterey0Salinas Transit,Urban
MB,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,Monterey0Salinas Transit,Urban
DR,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,Monterey0Salinas Transit,Urban
DR,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,Monterey0Salinas Transit,Urban
DR,80362,"Seaside00Monterey00Pacific Grove, CA",California,123495,2998.8,41.18,,California Vanpool Authority,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,King County,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Pierce County Transportation Benefit Area Authority,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Pierce County Transportation Benefit Area Authority,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Pierce County Transportation Benefit Area Authority,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Pierce County Transportation Benefit Area Authority,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,City of Everett,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,City of Everett,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Intercity Transit,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Intercity Transit,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Intercity Transit,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Intercity Transit,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Kitsap County Public Transportation Benefit Area Authority,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Kitsap County Public Transportation Benefit Area Authority,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Kitsap County Public Transportation Benefit Area Authority,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Kitsap County Public Transportation Benefit Area Authority,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Kitsap County Public Transportation Benefit Area Authority,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,City of Seattle,Urban
CR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,County of Pierce,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Snohomish County Public Transportation Benefit Area Corporation,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Snohomish County Public Transportation Benefit Area Corporation,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Snohomish County Public Transportation Benefit Area Corporation,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Snohomish County Public Transportation Benefit Area Corporation,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Snohomish County Public Transportation Benefit Area Corporation,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Senior Services of Snohomish County,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Senior Services of Snohomish County,Urban
VP,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Washington State Ferries,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Central Puget Sound Regional Transit Authority,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Central Puget Sound Regional Transit Authority,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Central Puget Sound Regional Transit Authority,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Central Puget Sound Regional Transit Authority,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Central Puget Sound Regional Transit Authority,Urban
VP,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Skagit Transit,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Skagit Transit,Urban
DR,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Skagit Transit,Urban
MB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Skagit Transit,Urban
CB,80389,"Seattle00Tacoma, WA",Washington,3544011,3607.07,982.52,,Muckleshoot Indian Tribe,Tribe
CB,81118,"Sheboygan, WI",Wisconson,74369,2106.22,35.31,,City of Sheboygan,Urban
VP,81118,"Sheboygan, WI",Wisconson,74369,2106.22,35.31,,City of Sheboygan,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Dallas Area Rapid Transit,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
VP,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
VP,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
MB,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,Denton County Transportation Authority,Urban
DR,81631,"Sherman00Denison, TX",Texas,66691,1732.52,38.49,,"Texoma Area Paratransit System, Inc",Urban
VP,81739,"Shreveport, LA",Louisiana,288052,1592.83,180.84,,City of Shreveport,Urban
DR,81739,"Shreveport, LA",Louisiana,288052,1592.83,180.84,,City of Shreveport,Urban
MB,81901,"Sierra Vista, AZ",Arizona,54274,1918.97,28.28,,Pima Association of Governments,Urban
VP,81901,"Sierra Vista, AZ",Arizona,54274,1918.97,28.28,,City of Sierra Vista,Urban
MB,81901,"Sierra Vista, AZ",Arizona,54274,1918.97,28.28,,City of Sierra Vista,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,City of Simi Valley,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,City of Simi Valley,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Southern California Regional Rail Authority,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Ventura County Transportation Commission,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Ventura County Transportation Commission,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,Ventura County Transportation Commission,Urban
MB,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,City of Thousand Oaks,Urban
DR,82144,"Simi Valley, CA",California,127364,4027.01,31.63,,City of Thousand Oaks,Urban
LR,82225,"Sioux City, IA00NE00SD",Iowa,113066,2054.44,55.03,,City of Sioux City,Urban
SR,82225,"Sioux City, IA00NE00SD",Iowa,113066,2054.44,55.03,,City of Sioux City,Urban
MB,82225,"Sioux City, IA00NE00SD",Iowa,113066,2054.44,55.03,,Ponca Tribe of Nebraska,Tribe
DR,82252,"Sioux Falls, SD",South Dakota,194283,2861.33,67.9,,City of Sioux Falls,Urban
MB,82252,"Sioux Falls, SD",South Dakota,194283,2861.33,67.9,,City of Sioux Falls,Urban
DR,82252,"Sioux Falls, SD",South Dakota,194283,2861.33,67.9,,Community Coordinated Transportation System,Urban
MB,82468,"Slidell, LA",Louisiana,91587,1743.45,52.53,,St. Tammany Parish Government,Urban
DR,83116,"South Bend, IN00MI",Indiana,278921,1885.54,147.93,,City of Niles ,Urban
MB,83116,"South Bend, IN00MI",Indiana,278921,1885.54,147.93,,City of Niles ,Urban
DR,83116,"South Bend, IN00MI",Indiana,278921,1885.54,147.93,,South Bend Public Transportation Corporation,Urban
DR,83116,"South Bend, IN00MI",Indiana,278921,1885.54,147.93,,South Bend Public Transportation Corporation,Urban
MB,83116,"South Bend, IN00MI",Indiana,278921,1885.54,147.93,,Northern Indiana Commuter Transportation District,Urban
DR,83332,"South Lyon00Hamburg00Genoa, MI",Michigan,145963,1221.39,119.51,,Livingston County Board of Commissioners,Urban
MB,83332,"South Lyon00Hamburg00Genoa, MI",Michigan,145963,1221.39,119.51,,Michigan Department of Transportation,Urban
CB,83548,"Spartanburg, SC",South Carolina,196943,1088.1,181,,City of Spartanburg South Carolina ,Urban
CB,83548,"Spartanburg, SC",South Carolina,196943,1088.1,181,,"Spartanburg Regional Health Services, Inc.",Urban
DR,83764,"Spokane, WA",Washington,447279,2605.41,171.67,,Spokane Transit Authority,Urban
MB,83764,"Spokane, WA",Washington,447279,2605.41,171.67,,Spokane Transit Authority,Urban
MB,83764,"Spokane, WA",Washington,447279,2605.41,171.67,,Spokane Transit Authority,Urban
DR,83764,"Spokane, WA",Washington,447279,2605.41,171.67,,Spokane Transit Authority,Urban
VP,83899,"Springfield, IL",Illinois,159265,1948.46,81.74,,Springfield Mass Transit District,Urban
VP,83899,"Springfield, IL",Illinois,159265,1948.46,81.74,,Springfield Mass Transit District,Urban
VP,83926,"Springfield, MA00CT",Massachusetts,442145,2191.36,201.77,,Pioneer Valley Transit Authority,Urban
VP,83926,"Springfield, MA00CT",Massachusetts,442145,2191.36,201.77,,Pioneer Valley Transit Authority,Urban
VP,83926,"Springfield, MA00CT",Massachusetts,442145,2191.36,201.77,,Peter Pan Bus Lines,Urban
VP,83953,"Springfield, MO",Missouri,282651,2104.08,134.33,,City of Springfield,Urban
VP,83953,"Springfield, MO",Missouri,282651,2104.08,134.33,,City of Springfield,Urban
VP,83953,"Springfield, MO",Missouri,282651,2104.08,134.33,,"OATS, Inc.",Urban
VP,83980,"Springfield, OH",Ohio,82369,1827.25,45.08,,"City of Springfield, Ohio",Urban
DR,83980,"Springfield, OH",Ohio,82369,1827.25,45.08,,"City of Springfield, Ohio",Urban
MB,83980,"Springfield, OH",Ohio,82369,1827.25,45.08,,Mid0Ohio Regional Planning Commission,Urban
MB,84024,"Spring Hill, FL",Florida,169050,1328.52,127.25,,Pasco County Board of County Commissioners,Urban
DR,84024,"Spring Hill, FL",Florida,169050,1328.52,127.25,,Pasco County Board of County Commissioners,Urban
VP,84024,"Spring Hill, FL",Florida,169050,1328.52,127.25,,Hernando County Board of County Commissioners,Urban
VP,84024,"Spring Hill, FL",Florida,169050,1328.52,127.25,,Hernando County Board of County Commissioners,Urban
VP,84024,"Spring Hill, FL",Florida,169050,1328.52,127.25,,Tampa Bay Area Regional Transit Authority,Urban
VP,84088,"Spring Hill, TN",Tennessee,60309,2586.85,23.31,,South Central Tennessee Development District,Urban
DR,84088,"Spring Hill, TN",Tennessee,60309,2586.85,23.31,,South Central Tennessee Development District,Urban
DR,84493,"State College, PA",Pennsylvania,83674,3228.3,25.92,,Centre Area Transportation Authority,Urban
FB,84493,"State College, PA",Pennsylvania,83674,3228.3,25.92,,Centre Area Transportation Authority,Urban
FB,84493,"State College, PA",Pennsylvania,83674,3228.3,25.92,,Centre Area Transportation Authority,Urban
MB,84493,"State College, PA",Pennsylvania,83674,3228.3,25.92,,Centre Area Transportation Authority,Urban
DR,84493,"State College, PA",Pennsylvania,83674,3228.3,25.92,,Centre County,Urban
MB,84630,"Staunton00Waynesboro, VA",Virginia,59065,1508.86,39.15,,Central Shenandoah Planning District Commission,Urban
DR,84630,"Staunton00Waynesboro, VA",Virginia,59065,1508.86,39.15,,Central Shenandoah Planning District Commission,Urban
MB,84859,"Steubenville00Weirton, OH00WV00PA",Ohio,64981,1402.16,46.34,,Steel Valley Regional Transit Authority,Urban
MB,84859,"Steubenville00Weirton, OH00WV00PA",Ohio,64981,1402.16,46.34,,Steel Valley Regional Transit Authority,Urban
DR,85087,"Stockton, CA",California,414847,4486.67,92.46,,San Joaquin Regional Transit District,Urban
CB,85087,"Stockton, CA",California,414847,4486.67,92.46,,San Joaquin Regional Transit District,Urban
CB,85087,"Stockton, CA",California,414847,4486.67,92.46,,San Joaquin Regional Transit District,Urban
DR,85087,"Stockton, CA",California,414847,4486.67,92.46,,San Joaquin Regional Transit District,Urban
MB,85087,"Stockton, CA",California,414847,4486.67,92.46,,Altamont Corridor Express,Urban
VP,85087,"Stockton, CA",California,414847,4486.67,92.46,,California Vanpool Authority,Urban
VP,85087,"Stockton, CA",California,414847,4486.67,92.46,,Stanislaus Regional Transit Authority,Urban
VP,85087,"Stockton, CA",California,414847,4486.67,92.46,,Stanislaus Regional Transit Authority,Urban
VP,85087,"Stockton, CA",California,414847,4486.67,92.46,,Stanislaus Regional Transit Authority,Urban
VP,85087,"Stockton, CA",California,414847,4486.67,92.46,,San Joaquin Council,Urban
VP,85708,"Sumter, SC",South Carolina,68825,1193.77,57.65,,Santee Wateree Regional Transportation Authority,Urban
VP,85708,"Sumter, SC",South Carolina,68825,1193.77,57.65,,Santee Wateree Regional Transportation Authority,Urban
VP,85708,"Sumter, SC",South Carolina,68825,1193.77,57.65,,Santee Wateree Regional Transportation Authority,Urban
VP,86302,"Syracuse, NY",New York,413660,2291.31,180.53,,Central New York Regional Transportation Authority,Urban
VP,86302,"Syracuse, NY",New York,413660,2291.31,180.53,,Central New York Regional Transportation Authority,Urban
VP,86302,"Syracuse, NY",New York,413660,2291.31,180.53,,Central New York Regional Transportation Authority,Urban
VP,86464,"Tallahassee, FL",Florida,252934,2016.07,125.46,,City of Tallahassee,Urban
VP,86464,"Tallahassee, FL",Florida,252934,2016.07,125.46,,City of Tallahassee,Urban
VP,86464,"Tallahassee, FL",Florida,252934,2016.07,125.46,,City of Tallahassee,Urban
VP,86464,"Tallahassee, FL",Florida,252934,2016.07,125.46,,City of Tallahassee,Urban
VP,86464,"Tallahassee, FL",Florida,252934,2016.07,125.46,,City of Tallahassee,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pinellas Suncoast Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Hillsborough Area Regional Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Hillsborough Area Regional Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Hillsborough Area Regional Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Hillsborough Area Regional Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pasco County Board of County Commissioners,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Pasco County Board of County Commissioners,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,Tampa Bay Area Regional Transit Authority,Urban
VP,86599,"Tampa00St. Petersburg, FL",Florida,2783045,2872.26,968.94,,"Florida Department of Transportation, District 1 Office",Urban
CB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Riverside Transit Agency,Urban
DR,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Riverside Transit Agency,Urban
MB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Riverside Transit Agency,Urban
CB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Riverside Transit Agency,Urban
DR,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
